date,open,close,high,low,mid,ma7,ma30,pct_change,year_month,weekday
2026-07-07,1528.76,1514.65,1543.49,1510.34,1526.915,1540.3350000000003,1528.5359999999998,-0.32150877376226905,2026-07,Tuesday
2026-07-08,1514.66,1505.67,1521.66,1499.06,1510.36,1536.0557142857142,1528.8333333333333,-1.0842122842463442,2026-07,Wednesday
2026-07-09,1505.7,1505.64,1529.72,1497.01,1513.365,1531.1464285714285,1529.2093333333335,0.19895918853782835,2026-07,Thursday
2026-07-10,1505.89,1499.17,1512.88,1499.04,1505.96,1524.555,1529.3450000000003,-0.48930694181509304,2026-07,Friday
2026-07-13,1499.17,1498.0,1508.91,1491.65,1500.28,1517.9414285714283,1529.0168333333336,-0.3771680522723142,2026-07,Monday
2026-07-14,1497.93,1489.38,1499.45,1485.98,1492.715,1511.6335714285713,1528.2815,-0.5042392086810454,2026-07,Tuesday
2026-07-15,1489.37,1485.78,1494.16,1484.73,1489.445,1505.5771428571427,1527.0518333333334,-0.21906392044026557,2026-07,Wednesday
2026-07-16,1485.77,1479.95,1488.89,1477.35,1483.12,1499.3207142857143,1525.4206666666666,-0.4246548210910861,2026-07,Thursday
2026-07-17,1479.89,1487.81,1491.41,1476.84,1484.125,1495.5728571428572,1523.3126666666665,0.06776255461460323,2026-07,Friday
2026-07-20,1487.81,1475.96,1490.25,1475.73,1482.99,1491.2335714285714,1521.3188333333333,-0.07647603806957282,2026-07,Monday
2026-07-21,1475.97,1481.72,1482.35,1470.89,1476.62,1487.0421428571426,1519.7861666666665,-0.4295376233150683,2026-07,Tuesday
2026-07-22,1481.72,1477.13,1484.4,1475.73,1480.065,1484.1542857142856,1518.3903333333335,0.2333030840703909,2026-07,Wednesday
2026-07-23,1477.12,1475.72,1477.81,1465.33,1471.57,1481.1335714285713,1516.6186666666667,-0.5739612787276305,2026-07,Thursday
2026-07-24,1475.72,1459.48,1475.74,1459.2,1467.47,1477.9942857142858,1514.8478333333333,-0.27861399729539604,2026-07,Friday
2026-07-27,1459.49,1465.14,1472.02,1457.83,1464.925,1475.395,1513.3018333333334,-0.17342773617178286,2026-07,Monday
2026-07-28,1465.13,1453.1,1471.64,1451.79,1461.715,1472.1935714285714,1511.5625,-0.2191238459306799,2026-07,Tuesday
2026-07-29,1453.1,1442.79,1457.2,1439.73,1448.465,1467.2614285714285,1509.1388333333334,-0.9064694553999941,2026-07,Wednesday
2026-07-30,1442.79,1423.8,1447.65,1418.75,1433.2,1461.0585714285714,1505.8666666666666,-1.0538742738001816,2026-07,Thursday
2026-07-31,1423.8,1442.8,1444.88,1421.56,1433.22,1454.3664285714287,1502.5311666666666,0.0013954786491687798,2026-07,Friday
2026-08-03,1442.61,1429.41,1442.61,1425.44,1434.025,1449.0028571428572,1499.2011666666665,0.05616723182764183,2026-08,Monday
2026-08-04,1429.41,1429.71,1436.35,1420.82,1428.585,1443.4478571428572,1495.5988333333332,-0.37935182441031223,2026-08,Tuesday
2026-08-05,1429.71,1421.49,1430.55,1420.68,1425.615,1437.832142857143,1491.811,-0.20789802496876675,2026-08,Wednesday
2026-08-06,1421.49,1423.2,1429.23,1414.45,1421.84,1432.1357142857144,1487.7851666666668,-0.264797999459887,2026-08,Thursday
2026-08-07,1423.2,1407.86,1425.05,1406.97,1416.01,1427.4992857142856,1483.6009999999999,-0.4100320711191041,2026-08,Friday
2026-08-10,1409.04,1418.0,1419.67,1407.92,1413.795,1424.7271428571428,1479.3836666666668,-0.15642544897280786,2026-08,Monday
2026-08-11,1417.99,1411.72,1419.14,1409.55,1414.345,1422.0307142857143,1474.9375,0.03890238683825764,2026-08,Tuesday
2026-08-12,1411.73,1418.03,1418.87,1411.73,1415.3,1419.3557142857142,1470.3774999999998,0.06752242203988956,2026-08,Wednesday
2026-08-13,1418.03,1418.76,1426.0,1411.55,1418.775,1417.9542857142858,1466.1175,0.24553098283051078,2026-08,Thursday
2026-08-14,1418.75,1416.53,1419.87,1409.14,1414.505,1416.3671428571429,1462.0386666666668,-0.3009638596676689,2026-08,Friday
2026-08-17,1416.52,1417.14,1417.33,1409.49,1413.41,1415.162857142857,1458.0910000000001,-0.07741223961739152,2026-08,Monday
2026-08-18,1417.01,1413.18,1417.4,1408.25,1412.825,1414.7078571428574,1454.288,-0.04138926426161538,2026-08,Tuesday
2026-08-19,1413.23,1388.62,1414.04,1384.8,1399.42,1412.6542857142856,1450.5900000000001,-0.9488082388123042,2026-08,Wednesday
2026-08-20,1388.62,1394.51,1396.93,1384.24,1390.585,1409.26,1446.4973333333332,-0.6313329808063317,2026-08,Thursday
2026-08-21,1394.54,1386.23,1395.34,1380.06,1387.7,1405.317142857143,1442.5553333333332,-0.2074666417371085,2026-08,Friday
2026-08-24,1386.22,1383.46,1386.22,1376.4,1381.31,1399.965,1438.5896666666667,-0.46047416588600454,2026-08,Monday
2026-08-25,1383.5,1381.41,1386.87,1379.04,1382.955,1395.4578571428572,1434.931,0.11908984949069445,2026-08,Tuesday
2026-08-26,1381.46,1384.75,1388.19,1377.84,1383.015,1391.1157142857144,1431.3833333333334,0.004338535961045942,2026-08,Wednesday
2026-08-27,1384.72,1381.79,1385.88,1377.1,1381.49,1386.6392857142857,1427.9956666666667,-0.11026633839835709,2026-08,Thursday
2026-08-28,1381.7,1376.5,1382.55,1371.17,1376.86,1383.4164285714285,1424.4201666666668,-0.33514538650298853,2026-08,Friday
2026-08-31,1376.56,1367.06,1379.32,1365.9,1372.61,1380.8485714285714,1420.7408333333333,-0.30867335822087894,2026-08,Monday
2026-09-01,1367.06,1373.81,1375.17,1364.09,1369.63,1378.2671428571427,1417.1745,-0.21710464006525765,2026-09,Tuesday
2026-09-02,1373.75,1358.2,1375.44,1357.39,1366.415,1376.1392857142857,1413.3861666666667,-0.2347349284113287,2026-09,Wednesday
2026-09-03,1358.22,1356.58,1363.2,1354.88,1359.04,1372.722857142857,1409.6351666666667,-0.5397335362975375,2026-09,Thursday
2026-09-04,1356.59,1345.47,1359.13,1344.13,1351.63,1368.2392857142856,1405.7738333333334,-0.5452378149281789,2026-09,Friday
2026-09-07,1345.69,1345.02,1349.15,1336.21,1342.68,1362.695,1401.699,-0.6621634618941608,2026-09,Monday
2026-09-08,1345.01,1340.21,1346.77,1336.49,1341.63,1357.662142857143,1397.6961666666668,-0.07820180534453547,2026-09,Tuesday
2026-09-09,1340.21,1340.1,1342.02,1334.4,1338.21,1352.7478571428571,1394.021,-0.25491379888643584,2026-09,Wednesday
2026-09-10,1340.1,1350.03,1350.7,1336.05,1343.375,1348.9971428571428,1391.0268333333333,0.38596333908729186,2026-09,Thursday
2026-09-11,1350.03,1341.35,1350.13,1336.61,1343.37,1345.705,1388.0318333333335,-0.0003721968921621688,2026-09,Friday
2026-09-14,1341.64,1347.87,1350.16,1341.64,1345.9,1343.827857142857,1385.0943333333335,0.18833232839798875,2026-09,Monday
2026-09-15,1347.86,1362.31,1365.13,1345.87,1355.5,1344.3807142857145,1382.6581666666668,0.7132773608737653,2026-09,Tuesday
2026-09-16,1362.31,1377.69,1379.08,1362.31,1370.695,1348.3828571428571,1380.8275,1.1209885651051188,2026-09,Wednesday
2026-09-17,1377.64,1380.66,1388.27,1374.26,1381.265,1354.045,1379.475,0.7711416471206434,2026-09,Thursday
2026-09-18,1380.67,1385.9,1390.17,1379.94,1385.055,1360.7371428571428,1378.4431666666667,0.2743861605122744,2026-09,Friday
